"dc:title","dcterms:alternative","dc:creator","dc:subject","dc:description","dc:publisher","dc:contributor","dc:type","dc:format","dc:identifier","dc:source","dc:language","dcterms:isPartOf","dcterms:spatial","dcterms:temporal","dc:rights","1000_pixel_jpg","150_pixel_jpg","SLQ_Digitool_viewer"
"Plan of Waterford Estate, being sub-division of portions 133 & 134 into 50 valuable city building allotments, Parish of South Brisbane, County of Stanley","","Unidentified","maps South Brisbane (Qld.)--Maps--Real property","Relief shown by hachures. Estate covers area in South Brisbane.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: 1 estate map ; 43 x 55 cm","Image number: 706108 ","Copied and digitised from Plan of Waterford Estate, being sub-division of portions 133 & 134 into 50 valuable city building allotments, Parish of South Brisbane, County of Stanley Louis Le Gould, licensed surveyor Brisbane : Thomas Ham & Co., 1862 Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 706108 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","South Brisbane (Qld.)","","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262725&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262726","http://hdl.handle.net/10462/deriv/18689"
"Estate map of the Wecker Estate, Coorparoo, Queensland,","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Cleveland--Maps Coorparoo (Qld.)","Map showing allotments to be sold 9th August by Simon Fraser & Son, Auctioneers. The estate was surveyed by Hamilton and Raff.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 738791 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 738791 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Coorparoo, Queensland; -27.49395,153.060089","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262757&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262758","http://hdl.handle.net/10462/deriv/18368"
"Estate map of Sea View Estate, Wellington Point, Queensland, ca. 1880s","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Wellington Point--Maps Wellington Point (Qld.)","Seaview Estate map shows a plan of the allotments to be sold on the 21st April by J. R. Dickson & Co., Auctioneers.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758472 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758472 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Wellington Point, Queensland; -27.509781,153.240417","ca. 1880s","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262769&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262770","http://hdl.handle.net/10462/deriv/18375"
"Estate map of Ivy Estate Toowong, Brisbane, Queensland, 1884","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Toowong (Qld.)","Estate map showing allotments to be sold on 7th June 1884 by John Cameron, Auctioneer. The land covered the area from Moggill Road to Ivy Street, Mount Street, Bent Street, Orchard Street, Soudan Street and Lodge Street.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758475 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758475 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Toowong, Brisbane, Queensland; -27.478519,152.985626","June, 1884","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262773&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262774","http://hdl.handle.net/10462/deriv/18378"
"Estate map of town of Nerang, Queensland, 1890","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Nerang--Maps Nerang (Qld.)","Plan of the town of Nerang shows land allotments to be sold on the 21st April, 1890. The land for sale adjoins the Nerang River and Mooyumbin Creek. The map includes details of the surrounding properties and the title holders.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758477 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758477 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Nerang, Queensland; -27.989441,153.336426","1890","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262777&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262778","http://hdl.handle.net/10462/deriv/18381"
"Estate map of the Breakfast Creek Estate, Hamilton, Brisbane, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks","Estate map showing allotments to be sold on the 17th September,1885 by Arthur Martin & Co, Auctioneers; Surveyor Nicholas W. Bell. The map includes a coloured sketch of the estate as viewed from the Brisbane River.The plan includes a sketch of the local area.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: copy print : b&w","Image number: 758485 ","Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps Accession number: Bib 758485 ","Hamilton, Brisbane, Queensland; -27.4375,153.064606","September, 1885","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262781&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262782","http://hdl.handle.net/10462/deriv/18714"
"Estate map for Wilston Estate, Brisbane, Queensland, 1885","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Wilston (Qld.)","Wilston Estate map shows the plan of allotments to be sold on Saturday 9 May by John Cameron, Auctioneer. The area, surveyed by G. K. Jopp, comprises 309 subdivisions in the parish of Enoggera. The estate includes the land surrounding Vale Street, Wilston Road (later know as Lamont Road) and Cross Street (later known as Macgregor Street).","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758486 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758486 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Wilston, Brisbane, Queensland; -27.432199,153.019623","1885","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262785&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262786","http://hdl.handle.net/10462/deriv/18384"
"Estate map for Campbelltown, Deception Bay, Queensland, ca. 1910s","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Deception Bay--Maps Deception Bay (Qld.)","Campbelltown estate map shows a plan of the allotments for sale by J. H. Henzell & Son. The estate was surveyed by N. Sinnott, Licensed Surveyor. Originally owned by Alexander Campbell, the grazing land of 900 acres was sold to John Henzell in 1883. Henzell subdivided the land into small country allotments and called the estate Campbelltown. This estate now forms a large part of the locality of North Lakes, in the Moreton Bay Regional Council district, but at the time of this advertisement for the subdivision, the land took many years to sell.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758487 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758487 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Deception Bay, Queensland; -27.18977,153.016632","ca. 1910s","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262789&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262790","http://hdl.handle.net/10462/deriv/18387"
"Estate map for Isistown, Isis, Queensland, 1886","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Isis--Maps Isis (Qld.)","Estate map for Isistown showing the plan of allotments to be sold 5th June, 1886 by H. C. Thorburn, Auctioneer. The plan inset shows a sketch of the district railway system. The estate was surveyed by Fred. J. Charlton, Licensed Surveyor.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758498 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758498 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Isis, Queensland; -25.2167,152.449997","1886","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262793&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262794","http://hdl.handle.net/10462/deriv/18390"
"Estate map for Logan Railway Estate, Rocky Waterholes, Salisbury, Brisbane, Queensland, 1885","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Salisbury (Qld.)","The Logan Railway Estate plan shows allotments to be sold 2nd May, 1885 by Hooker, Son & Elliot, Auctioneers. The Estate, surveyed by Thomas Freney, adjoins the Salisbury Railway Station and Upper Logan Road.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758501 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758501 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Salisbury, Brisbane, Queensland; -27.545111,153.031769","1885","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262797&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262798","http://hdl.handle.net/10462/deriv/18393"
"Estate Map of the unsold allotments of the Redland Bay township, Queensland, 1888","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Redland Bay--Maps Redland Bay (Qld.)","Estate map of the Redland Bay township showing plan of 610 allotments for auction by R. J. Cottrell at the Opera House, Queen Street, Brisbane, on the 22nd September, 1888. The allotments covered the area between the Esplanade and Moogurrapum Creek.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758506 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758506 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Redland Bay, Queensland; -27.60936,153.293716","1888","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262801&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262802","http://hdl.handle.net/10462/deriv/18396"
