Title,Description,Lat,Lon,Link,ID
Blue Mountain Estate,"Plan of allotments to be sold by auction Tuesday 26th September, 1905.;With 6 b&w photographs of area.",-27.502439,151.96023,http://hdl.handle.net/10462/deriv/264261,996990274702061
"Noora Estate, Bayview Terrace, Nundah","Plan of allotments to be sold by public auction on Saturday, 6th June, 1925.;Estate covers area now in Wavell Heights.;Land for sale is subdivisions 1 to 7 of subdivisions 6 to 14 of portion 363, Parish of Toombul.",-27.396913,153.054872,http://hdl.handle.net/10462/deriv/264227,996990234702061
"Great Deagon Township Estate, Sandgate, Brisbane, Q.",Plan of allotments to be sold.,-27.332872,153.062647,http://hdl.handle.net/10462/deriv/264228,996990244702061
Lawson Estate,"Plan of allotments to be sold by auction, Saturday, 4th March, 1939.;Estate covers area now in Morningside.;Land for sale is resubdivisions 32, 35, 39, 42 & subdivisions 1 to 8 of resubdivisions 33, 34, 36-38 of subdivision 2 of portion 72B. Parish of Bulimba.",-27.469505,153.068285,http://hdl.handle.net/10462/deriv/264259,996990254702061
Thorne Estate,"Plan of allotments to be sold by public auction on Monday 1st January, 1917.;Estate covers area now mostly in Thornside, a small part now in Birkdale.;Land for sale is resubdivisions of subdivision of portions 32 & 34 & of subdivision A of portions 31 & 33 & subdivisions of portions 35 & 36, Parish of Capalaba.",-27.480266,153.20176,http://hdl.handle.net/10462/deriv/264229,996990294702061
"Plan of allotments in suburban sections 9 & 11, Parish of Durundur (Woodford) ... County of Canning ... Shire of Caboolture","Plan of allotments sold by auction on Tuesday, 27th September, 1904.",-26.942763,152.774988,http://hdl.handle.net/10462/deriv/221027,996990214702061
Nundah Highlands [Estate],"Plan of allotments to be sold Saturday 25th August, 1917.;Land for sale is subdivisions 1 to 162 of portion 145, Parish of Toombul.",-27.39155,153.060343,http://hdl.handle.net/10462/deriv/264226,996990224702061
Nyambur Estate,"Plan of allotments to be sold Saturday 2nd August, 1925.;Estate covers area in Windsor.;Map in poor condition.",-27.440243,153.032073,http://hdl.handle.net/10462/deriv/264260,996990264702061
The Wolsley Estate,"Plan of allotments to be sold by auction on Saturday, 1st December, 1883.",-27.428326,153.039347,http://hdl.handle.net/10462/deriv/264262,996990284702061
Plan of the town of Nudgee,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;69 grand business and building sites, by public auction, on the ground, by David Love, on Saturday, 3rd November, 1883.",-27.367617,153.085182,http://hdl.handle.net/10462/deriv/18294,997029044702061
"Plan of Green Meadow Estate, near Newstead :","Plan of allotments to be sold.;John Cameron, auctioneer; J.U.McNaught, lithographer; J. Jeays, surveyor.;Cameron and Henzell no. 311QSL",-27.448691,153.043767,http://hdl.handle.net/10462/deriv/436443,997030574702061
The Graceville Estate,"Plan of allotments to be sold on the ground Saturday 10th October, at 2 o'clock sharp.;Digitisation of this Real Estate map was made possible with the generous support of the Queensland Library Foundation Legacy Partners.",-27.522688,152.986515,http://hdl.handle.net/10462/deriv/257052,996978644702061
"Plan of subdivisions 1 to 7, of allotments 22, 23 and 24, of section 55, county of Stanley, parish of North Brisbane","Plan of allotments to be sold by auction December 5 ... by John Cameron, auctioneer.;Estate covers area probably in Spring Hill, Brisbane.;Cameron and Henzell no. 299QSL",-27.462426,153.026247,http://hdl.handle.net/10462/deriv/412005,997030594702061
"Prospect Estate, county of Stanley, parish of South Brisbane","Plan of allotments to be sold, Monday, 18th December.;Estate covers area in Woolloongabba.;John Cameron, Auctioneer.",-27.489405,153.030949,http://hdl.handle.net/10462/deriv/280184,997029064702061
The Albion Estate,"Plan of allotments to be sold.;Estate covers area now mostly in Lutwyche and Albion, partly in Windsor.;Hand-written annotation of verso of map: The Albion Estate, Part of Portions 155, Enoggera.;Auctioneers: E. Hooker & Son; Cleghorn & Co., Printers.;Cameron and Henzell no. 439QSL",-27.428631,,http://hdl.handle.net/10462/deriv/412000,997030484702061
"Eton Estate, close to Nundah railway station","Plan of allotments to be sold Saturday, 21st July, 1888.;With text and sketch of area on verso.;Land for sale is subdivisions 9 to 12 and 14 to 36 of portion 356, Parish of Toombul, comprising some of the picked residence sites near the station.",-27.399606,153.056916,http://hdl.handle.net/10462/comp/2885,996980214702061
Leamington Park [Estate],Plan of allotments to be sold.;Estate covers area now in Greenslopes.,-27.507411,153.055912,http://hdl.handle.net/10462/deriv/257054,996978664702061
"O'Connell Town, Plan of subdivisions of portions nos. 11 and 12, Parish of Enoggera, County of Stanley",Plan of allotments to be sold.;Estate covers area now in Windsor.,-27.43503,153.034244,http://hdl.handle.net/10462/deriv/257056,996978684702061
"Queensport Aquarium Estate, Hemmant","Plan of allotments to be sold Saturday, 3rd August, 1889.;Land for sale is resubdivisions 1 to 684 of subdivisions of portions 21, 131, & 132, Parish of Tingalpa, County of Stanley.",-27.447,153.12529,http://hdl.handle.net/10462/deriv/264201,996989464702061
"College Estate, on the heights of Nundah","Plan of allotments to be sold by public auction Saturday, 5th June, 1937.;Land for sale is subdivisions 1 to 54 of portion 352, Parish of Toombul.",-27.400849,153.051301,http://hdl.handle.net/10462/deriv/264233,996989554702061
"Fairholme Estate, Milton","Plan of allotments to be sold Saturday 10th May, 19[1]3.;Map badly torn, small sections from centre fold missing.;Land for sale is resubdivisions of subdivision 1 of portion 1N, Parish of Enoggera.",-27.469736,153.008252,http://hdl.handle.net/10462/deriv/264207,996989534702061
Fairmount Estate,"Plan of allotments to be sold 5th April, [1884];Estate covers area now in Moorooka.;E. Hooker & Son, Auctioneers; Hamilton & Raff, Surveyors; McNaught Litho.;Cameron and Henzell no. 442QSL;Additional information can be found at http://trove.nla.gov.au/newspaper/article/3428734",-27.538964,153.014526,http://hdl.handle.net/10462/deriv/412003,997030554702061
The Aitkenvale Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;Plan of allotments to be sold by auction on Friday, 30th November, 1883.;Benwell & Echlin, Townsville, surveyors.;Smith and Walker, government auctioneers.;Local sketch. Scale [1:31,680]. 40 chains to an inch.",-19.302652,146.760987,http://hdl.handle.net/10462/deriv/18297,997029664702061
"The Redcliffe Estate, Humpy Bong","Plan of allotments to be sold by auction on Wednesday, 17th March, 1886.;Map badly torn.;Land for sale is subdivisions of portions 189 to 193.",-27.232762,153.112915,http://hdl.handle.net/10462/deriv/264217,996989594702061
"[Savings Bank Estate, Newmarket]","Plan of allotments to be sold, [map made?, September 1915];Map is drawn by hand in pencil, on tracing paper.",-27.433473,153.004299,http://hdl.handle.net/10462/deriv/264224,996990194702061
Plan of the town of Southport,Plan of allotments to be sold (no date),-27.976432,153.414766,http://hdl.handle.net/10462/deriv/264221,996990164702061
Stanley Bridge Estate :,"To be sold on the ground, Saturday July, 24th, at 2 o'clock;John Cameron, Auctioneer ; G. K. Jopp, Surveyor;Map shows area now in Coorparoo. Significantly different from updated estate map used at the auction July 31st.;Cameron and Henzell no. 409bQSL",-27.486255,153.056427,http://hdl.handle.net/10462/deriv/264220,996990154702061
"Survey of resubdivisons 1, 2, 3 & 4 of block 7 of east sub. allotment 70, Nth. Brisbane","Plan of allotments to be sold.;Estate covers area in Fortitude Valley.;Library holds 2 copies, identical map, one roughly drawn by hand in pencil, the other in pen.",-27.45546,153.035668,http://hdl.handle.net/10462/deriv/280210,997030034702061
"Langlands Estate, East Brisbane","Plan of allotments to be sold Saturday, 6th February, 1886.;Estate covers area now in Coorparoo and Greenslopes.;With sketch illustration (uniformal human figure);Land for sale is",-27.497078,153.049614,http://hdl.handle.net/10462/deriv/264265,996986044702061
"Belle Vue Estate, being the pick of the Mount Pleasant Estate, Breakfast Creek","Plan of allotments to be sold 25th March, [1884];Estate covers area now in Hamilton.;E. Hooker & Son, auctioneers.;Cameron and Henzell no. 434QSL",-27.436813,153.052642,http://hdl.handle.net/10462/deriv/411999,997030024702061
"Whitecliffe, being subdivisions of portion 110, Humpy Bong :","Plan of allotments to be sold by auction, on Saturday, 28th July, 1883.;John Cameron, auctioneer; J. Jeays, surveyor; McKellar, lithographer.;Estate covers area in Woody Point near the intersection of Kate Street and Ellen Street.;Cameron and Henzell no. 287QSL",-27.255979,153.107228,http://hdl.handle.net/10462/deriv/264276,996986004702061
"Plan of O'Connell Town, Humpy Bong, parish of Redcliffe","Plan of allotments to be sold.;Estate covers area now in Kippa Ring.;""Containing 227 superior marine villa and business sites."";Map is cloth, mounted on part of another estate map (paper);Land for sale is sections 1 to 13 of portion 210.",-27.226462,153.091607,http://hdl.handle.net/10462/deriv/264264,996986034702061
"Bearsden Estate, Newmarket","Plan of allotments to be sold the ground Saturday 11th March, at 2.30 p.m. 1939.",-27.43417,153.002654,http://hdl.handle.net/10462/deriv/207345,996978634702061
"Plan of subdivision of portions 744 to 749, [Enoggera]",Plan of allotments to be sold.;Hand drawn in ink.,-27.422479,152.990773,http://hdl.handle.net/10462/deriv/280186,997029144702061
"[Estate] at 'Merthyr', Moray Street, New Farm",'Merthyr' previous residence of Sir Samuel W. Griffith.;Plan of allotments to be sold.,-27.471737,153.043745,http://hdl.handle.net/10462/comp/2896,996985984702061
Richter Estate,"Land for sale is subdivisions 1 to 94 of portion 109. Parish of Bulimba.;Plan of allotments to be sold on the ground Saturday 23rd November, 1889.;Digitisation of this Real Estate map was made possible with the generous support of the Queensland Library Foundation Legacy Partners.;Estate covers area now in Annerley.",-27.513405,153.032137,http://hdl.handle.net/10462/deriv/257061,996978744702061
Croydon Park ... being a continuation of Stanley Bridge Estate,"194 allotments to be sold on the ground  on Saturday 17th December by G.T. Bell, Auctioneer.;Estate covers area now in Norman Park and Camp Hill.",-27.487425,153.066941,http://hdl.handle.net/10462/deriv/257055,996978674702061
"Smyth's Hill Estate, Alderley",Plan of allotments to be sold.;With 5 b&w photographs of area.,-27.419356,153.004192,http://hdl.handle.net/10462/comp/2884,996989524702061
"Jubilee Township [Estate], second section","Land for sale is subdivisions of portions 307, 308. Parish of Enoggera. County of Stanley.;Plan of allotments to be sold privately, [1887].;Estate covers area now in Bardon.",-27.450425,152.986126,http://hdl.handle.net/10462/deriv/257058,996978704702061
Deep Water Estate Southport,Plan of allotments to be sold.;Estate covers area now in Labrador.,-27.944062,153.40638,http://hdl.handle.net/10462/deriv/257065,996978784702061
"[Estate, South Street, Cleveland]","Plan of allotments to be sold.;Estate covers area around Oyster Point and South Street, Cleveland.;Map is hand drawn on tracing paper, in pencil.",-27.546581,153.272508,http://hdl.handle.net/10462/deriv/264244,996989634702061
"Plan of subdivision of allotment 5 of portion 1, parish of Toombul, county of Stanley",Plan of allotments to be sold.;Estate covers area possibly in Hamilton or Breakfast Creek.;Auctioneer: John Cameron.;Cameron and Henzell no. 446QSL,-27.438898,153.049166,http://hdl.handle.net/10462/deriv/412001,997030504702061
Thorneside Beach [Estate],"Plan of allotments to be sold (no date);Land for sale is resubdivisions of portions 32 & 34 & of subdivision A of portions 31 & 33 & subdivisions of portions 35 & 36, Parish of Capalaba.",-27.482443,153.202913,http://hdl.handle.net/10462/deriv/264234,996989564702061
"Plan of sections 5 and 6, town of Margate, [and, plan of portion 439] parish of Redcliffe, county of Stanley, Brisbane land agents district shire of Redcliffe","Plan of allotments to be sold (no date);Portion 439 is now in Murrumba Downs, Shire of Pine Rivers.;Map has hand-written notes and sketch on verso.;Map appears to have had top section cut off (including half of locality map and part of sections in Margate)",-27.263362,153.00163,http://hdl.handle.net/10462/deriv/280176,996989674702061
"Richmond Estate, Indooroopilly",Plan of allotments to be sold.,-27.504575,152.977796,http://hdl.handle.net/10462/deriv/280188,997029654702061
"Plan of 65 subdivisions of portions no.s 6, 7, 8 & 9, of section 18, in the township of Sandgate, in the county of Stanley, parish of Nunda","Plan of allotments to be sold [9th April, 1863]. Map shows area between Rainbow Street and Eagle Terrace, Sandgate.;Map has handwritten notations, including date "" 9th April 1863"" and signature of R. Gailey.;Cameron and Henzell no. 444QSL",-27.321939,153.075895,http://hdl.handle.net/10462/deriv/412002,997030544702061
Hamilton Estate,"Plan of allotments to be sold Saturday 25th June, -.;Estate covers area now in Ascot and Hamilton.;Illustrations of tree trunks are used to form the letters H and E.",-27.436175,153.066266,http://hdl.handle.net/10462/deriv/280172,996989704702061
The German Station Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;R. D. Graham, surveyor.;Estate covers area now in Nundah.;Auctioneer: David Love.",-27.395008,153.061877,http://hdl.handle.net/10462/deriv/18303,997030654702061
"Roseneath, 7 miles from Townsville on the railway line","Plan of allotments to be sold 15th January, 1884. Land has 'frontages to main Bowen road, Stuarts and Dicks Creeks'. Gives terms of sale.;Smith & Walker, auctioneers; McNaught, lithographers.;Cameron and Henzell no. 427QSL",-19.364053,146.838863,http://hdl.handle.net/10462/deriv/411170,997029944702061
